0,target
-0.34740,-75.91317
-1.11970,-46.39571
0.68522,132.53814
-0.98017,-32.19649
-0.12624,30.10379
-0.97269,-189.83159
0.13036,-1.36871
-1.61872,-130.74232
0.59602,175.26236
-0.37585,-127.17823
-0.35843,-253.32740
0.39771,188.32965
-0.14997,-32.59018
-0.88531,-90.55177
-0.21947,-15.11705
-1.58752,-305.62410
-0.28215,-141.33682
0.47435,-40.31353
0.68398,115.02576
-0.56487,-120.53196
1.79662,227.34576
0.30919,37.23192
0.77915,143.22402
0.09153,97.83667
0.68146,81.27797
0.24790,-20.91988
2.20994,425.00326
-0.53727,-155.42576
-0.30100,-293.24662
-0.79432,-37.73784
0.34639,132.46257
0.28503,88.19439
-0.81244,-107.86861
1.19431,202.55420
-0.62427,-96.10107
-0.64859,-112.47397
1.21680,132.51882
-0.67143,-203.14179
-0.31158,73.73937
0.95415,133.71386
-1.10020,-161.70912
-1.94285,-287.30192
0.44983,-23.23250
0.14753,143.14513
-2.17602,-383.59278
2.25113,280.90141
0.25196,61.93263
-0.30540,-100.16003
-0.04942,24.80775
1.29215,120.61481
0.10957,75.22864
-0.54441,-237.99193
0.22479,31.01687
-0.10556,44.80364
-1.37690,-318.90210
1.99657,290.89466
-0.85931,-244.47478
0.07038,-49.52615
-0.26376,93.95729
-1.73421,-214.34620
0.31707,151.39372
1.02986,190.58246
0.08350,155.95250
-0.25917,-53.34524
1.76933,170.17438
0.27714,158.46364
0.41187,185.78088
0.73662,221.32495
-0.23451,110.60560
-0.85051,-58.03376
0.08934,178.54018
0.00816,138.12799
-0.14817,-1.75098
0.23307,172.21054
0.59482,103.28749
-1.62574,-202.73816
-1.37303,-83.97557
0.96041,296.80103
-0.42244,-155.63798
0.75224,131.24076
-2.42202,-318.77562
-1.45266,-242.36245
-0.74463,-187.82113
-1.84630,-208.19997
2.56112,579.66308
-0.60367,-3.95406
0.07209,-54.19303
0.12888,-158.51855
0.63509,167.43628
-0.00127,-53.50408
0.27013,76.82902
-1.40082,-180.32290
-0.77823,-280.98388
0.24153,-26.10481
0.36155,16.68207
-0.87710,-163.74483
-0.94168,-214.34232
0.90497,152.88983
-1.42102,-313.86180
-1.14332,-207.75219
-0.62757,-255.54444
0.21030,52.85805
-1.16291,-296.09535
0.85949,52.65905
-1.56189,-304.68843
1.08453,185.61002
0.83606,53.50455
0.38749,184.46480
0.55787,215.47315
0.67855,263.68758
-0.99285,-83.43634
0.11974,-32.35048
0.86824,236.69883
1.45483,211.89804
0.00691,8.44264
0.53355,33.82331
1.35821,127.54619
0.36133,-105.33004
0.48201,-105.45372
0.04544,18.58113
0.83149,80.02803
-2.14117,-465.57077
1.25455,177.33384
-1.36416,-146.84567
-0.77310,-237.49113
-0.63447,-63.74026
-2.08381,-225.29744
0.56479,73.04719
-1.29200,-383.81526
0.54713,144.65221
-0.00706,22.53261
0.02522,-2.61019
1.20412,272.40700
0.76669,135.78438
1.46090,228.67270
-0.75538,-122.36428
-1.35959,-195.36766
-0.58282,-183.92670
0.73257,9.17269
0.11045,77.88483
2.00048,230.76255
-0.61623,-174.92500
1.71128,322.12037
0.68662,49.85818
-1.86682,-223.17053
-0.27023,-126.83997
-1.95774,-286.26493
0.09615,113.60468
-0.11463,1.24380
-1.17533,-283.81761
1.00877,184.25290
0.76779,101.24391
0.47614,-35.03099
1.49753,284.46030
-0.71355,-85.90562
-0.95050,-147.85040
0.69868,180.57055
-1.10908,-257.84163
-0.63336,-168.19525
-0.41787,-167.18855
-0.60446,-132.74221
-0.57629,17.14750
-0.50828,-70.53131
0.74286,181.31165
0.40892,9.23943
-1.27277,-211.13915
0.72300,154.47590
0.04467,-27.18502
-0.63984,-89.84403
-0.20645,-49.41221
-1.43476,-294.44690
2.57068,315.61758
-0.28825,62.15930
-0.09483,-90.23048
-0.58833,-140.43957
1.77701,274.22564
1.33415,190.04687
-1.08114,-102.22090
1.12263,170.54831
-1.11340,-18.91481
0.65246,112.31841
-1.09327,-218.82980
-0.24134,-82.33089
0.73641,141.92330
0.76414,157.40995
-2.09029,-303.93900
-0.65924,-174.11389
1.50061,126.15151
1.34771,228.66332
-0.60147,18.22398
-0.82695,-94.96101
0.21827,85.10191
-1.84221,-290.37015
1.01827,161.58168
-0.06923,-182.65041
0.81437,120.11801
-1.44893,-230.86250
0.38266,-7.73183
-0.07370,-58.77860
-1.33580,-270.92860
1.74466,273.17702
-0.79513,-60.17353
-0.84641,-146.86089
-0.28451,70.61507
-0.27976,-24.41108
-1.22164,-230.97251
-1.14247,-190.13750
-0.85356,-12.11956
-0.33540,-123.95123
-0.48016,-95.67621
1.91102,412.92643
-1.24044,-236.72345
-0.51982,-57.51457
0.56462,127.68420
-0.59061,-94.66098
2.58759,197.82578
-0.19452,21.66336
0.27741,104.16725
1.73943,214.81083
-1.49770,-257.88368
-0.12131,-124.87866
-0.01497,78.46200
0.93804,118.65163
-0.33791,-123.91933
0.62129,21.53230
