0,target
1.86322,249.19635
-1.33500,-233.85287
-0.45818,-14.99198
-0.94647,-170.94898
-0.23592,-119.58246
-0.91859,83.18165
0.01777,-3.80783
-1.07547,-62.97535
0.56429,38.99202
-0.11246,-84.92128
0.25708,-40.92062
0.79769,77.24481
0.68681,176.41368
-0.89731,-262.41128
1.47495,307.49536
1.16292,163.92822
-1.38042,-301.48394
0.71945,279.80459
-0.50891,-85.00580
0.14372,-15.20486
1.92410,304.28644
-1.62317,-221.70087
0.31334,135.30630
-1.77217,-311.63033
-0.26123,-2.41797
-1.01451,-303.23389
1.51667,214.05154
0.23227,-1.61085
0.10236,111.21093
-0.55932,-207.92972
0.47422,54.05197
-0.45178,-97.90639
-0.48582,32.10785
-0.87179,-304.08471
2.03707,186.13116
1.60764,244.04439
-0.20090,7.61455
-0.20831,24.28630
-1.23341,-338.94988
-0.88474,-32.44100
-0.31050,-87.83208
-1.02432,-105.76167
0.67986,98.68492
-0.68578,-204.50492
-0.83142,-275.92093
0.88921,79.33392
-0.78283,-324.35130
0.56012,45.30498
0.27891,-10.88959
-0.64746,-136.46534
0.21141,3.90479
-1.05024,-137.25105
0.79495,139.48452
-1.40535,-40.75133
-0.03176,-43.83204
-0.72925,-191.27805
-0.07428,28.81231
0.63770,-3.46379
-0.18995,9.86580
-0.43396,-190.33442
-0.10466,-20.17162
-1.19744,-240.18737
0.19212,11.40059
1.22159,245.12039
-0.45949,-73.12308
-0.17564,-104.16174
1.46689,155.29029
0.36870,176.36638
-1.56522,-172.01977
-1.24273,-193.81238
0.11163,21.15021
0.15383,-60.61461
1.41433,264.71719
-2.49220,-245.34665
-1.09781,-130.01981
-1.10525,-132.11199
0.08136,117.41381
-0.45729,-264.82473
1.32783,326.69088
-1.90584,-390.39121
0.07369,43.07535
-0.21041,30.77364
1.04085,145.52976
0.11077,33.85763
0.67525,151.00478
-0.09062,148.00757
-1.00493,-159.44384
1.27246,167.43141
1.01256,251.81899
0.59587,136.71139
2.12714,158.57876
1.00967,124.24853
-0.21844,112.98451
0.76159,15.36206
0.97772,251.66228
-0.29565,-162.13496
1.01474,198.29057
1.33287,220.88750
0.79353,146.92939
-0.56243,-78.08657
-0.58297,-171.70013
-1.75660,-275.89619
0.09050,127.48857
0.17860,-9.25474
0.74728,211.49237
-0.59145,13.77668
0.14738,1.01578
-1.84647,-177.51364
-1.39044,-225.18962
0.56459,74.56953
-1.25363,-265.04390
-0.04419,39.79549
0.20837,20.83052
-0.76945,-249.93671
-1.82232,-262.22404
-1.12558,-161.85156
-0.21314,190.33300
-0.11447,-37.61070
1.25343,326.65085
-0.80349,-288.95409
1.23830,184.83298
2.00534,276.57009
-0.05965,-74.29192
-1.87777,-220.30329
-0.13245,-176.27126
1.19196,128.02680
-2.41514,-350.80679
-0.20470,-103.20545
0.20358,82.22964
-0.60663,-233.65431
0.49988,170.18674
-0.86268,-117.71907
-0.39257,-0.95399
0.06419,90.13589
1.00110,127.55651
-1.52314,-244.78263
-0.00137,-19.19425
-1.37892,-286.37937
-0.41870,-248.04513
-1.28103,-295.39757
0.77561,28.58742
1.13417,112.19866
0.99777,126.08728
1.42280,196.97013
-0.23285,40.99323
1.52761,340.85062
1.70148,273.60406
-0.02818,-39.49705
-0.32550,28.81308
0.04475,-66.48312
0.82361,156.31216
1.86943,197.13068
0.25671,109.83404
2.04466,181.57715
-1.10089,-167.60248
-0.66567,5.15598
0.43231,76.68921
0.75457,127.50675
0.61810,135.77984
-1.46198,-152.87442
-0.10383,-37.56614
-0.97927,-79.68240
1.61003,216.32373
1.50296,231.94647
-0.94084,-113.62832
-0.05271,25.17992
0.87670,188.23575
1.12188,243.78358
0.20166,2.51055
1.27090,252.09149
0.56858,77.56951
0.08892,117.53250
0.53369,76.32221
-1.55658,-234.66920
-1.10350,-248.07225
0.63789,55.22741
0.39217,248.02174
-0.20987,44.67255
-0.78275,-283.00268
-0.22999,-24.67303
-1.43775,-217.99088
0.46331,159.59343
1.24766,112.67050
-0.78915,-123.34506
0.03417,97.46962
-2.10652,-171.22709
-0.27586,-141.74983
-1.14209,-143.71939
-1.50069,-40.80527
0.12472,98.13894
-1.19469,-157.80167
0.74420,115.09648
-1.22090,-310.44306
-0.47467,-37.54322
-0.00918,196.69987
-1.16636,-143.78409
-0.79609,-65.75726
0.74506,5.42635
1.09781,175.64931
1.60288,325.04000
-0.88846,-157.35646
-1.11360,-185.49073
0.24804,164.25489
0.80343,268.21025
-2.79837,-326.74876
-0.89211,-143.06340
-0.46070,-222.29794
-1.13011,-73.81008
2.18035,305.40509
-0.61144,38.18325
1.03276,285.75394
1.64904,137.44194
-0.55592,-40.67586
0.34277,79.36597
0.47178,99.52130
-1.52216,-296.73581
0.17814,-42.42343
0.28702,-27.78821
0.94050,172.54665
0.17179,-109.29046
-0.85781,-300.67697
0.89995,99.25495
-0.16490,28.43754
-1.41790,-212.33780
0.47207,-12.51372
