0,1,target
-1.53887,0.12782,0
-0.02970,-0.79923,0
0.36767,1.10885,1
-1.74270,0.40932,0
0.33135,-0.73828,0
0.19239,1.30487,1
-2.35686,0.61694,0
0.43424,0.75782,1
0.38856,0.60780,1
-2.67221,0.61937,0
0.03783,-0.92649,0
-0.73964,-0.11614,0
0.62050,0.02882,1
-0.76705,-0.67490,0
0.64608,-0.08329,1
0.52755,0.21742,1
0.49184,0.14398,1
0.21671,-1.55074,0
0.43215,1.04190,1
-1.31780,-0.34929,0
0.60067,-0.62271,1
0.34203,0.83545,1
-0.27808,-0.48619,0
-1.07349,-0.39433,0
0.45244,0.24261,1
-0.36509,-0.43640,0
0.42930,0.58983,1
-0.18215,-0.98257,0
0.62118,0.15590,1
-2.18404,-0.26278,0
-1.56080,-0.01177,0
-0.42519,-0.59235,0
0.66540,0.12210,1
0.65253,0.74727,1
0.47575,0.89763,1
0.48558,-0.05649,1
0.48483,0.83054,1
0.66460,-0.32244,1
0.36539,1.60879,1
0.48588,1.26085,1
-0.17886,-1.05631,0
0.67397,-0.16642,1
0.42641,0.73550,1
-2.00064,0.46772,0
0.55614,-0.49818,1
0.08500,-0.89504,0
-2.83251,0.80666,0
0.76475,-0.54786,1
0.59487,-0.12211,1
0.64283,0.24435,1
0.74073,-1.12170,0
0.56476,0.67771,1
-0.88886,0.11612,0
-2.33983,0.43912,0
0.67418,-0.19105,1
0.95645,-1.59418,0
0.86655,-1.15416,0
-0.62114,-0.11372,0
-2.48949,0.41212,0
0.53469,0.48309,1
1.55383,-2.10190,0
0.69984,0.13445,1
-1.08660,-0.17860,0
-0.95973,-0.23575,0
-0.02770,0.18359,0
0.37310,0.94227,1
0.43885,1.73486,1
-1.32621,0.01083,0
0.26950,-0.48942,0
0.48185,0.51138,1
-1.04436,-0.48991,0
0.45631,0.41030,1
0.54845,0.30968,1
-1.39537,-0.15875,0
0.10359,-1.21318,0
0.66442,0.08403,1
-0.93257,-0.20905,0
-0.80387,-0.39603,0
0.68431,-0.91242,1
0.94673,-0.88735,1
0.71507,-0.48796,1
-1.60115,0.06832,0
0.66359,0.59072,1
-0.68637,-0.91660,0
-1.92812,-0.38259,0
0.64570,0.53719,1
0.43005,0.88398,1
0.41585,0.91294,1
0.44532,0.50627,1
0.57051,0.35538,1
0.72915,0.05599,1
0.60677,-0.24545,1
0.55167,0.27709,1
0.60859,0.17982,1
-1.23648,-0.33581,0
0.31484,-0.80435,0
1.13447,-1.86762,0
0.01618,-1.02512,0
0.60840,0.84920,1
0.97969,-0.88233,0
-0.70224,-0.55528,0
-2.16772,-0.24266,0
-1.05053,-0.31924,0
0.60615,1.28823,1
0.43691,1.42273,1
0.34239,0.85683,1
0.39099,1.68066,1
0.39739,0.91355,1
0.40076,0.78844,1
-0.74692,-0.82569,0
-1.56691,-0.09794,0
-1.24484,-0.25240,0
0.65933,-0.65680,1
-0.41103,-0.20943,0
0.85992,-1.55653,0
0.41032,0.39735,1
-0.28859,-1.18760,0
0.41354,1.02007,1
1.18097,-1.80268,0
-0.04401,-0.42110,0
0.51873,0.36896,1
-0.51049,-0.73393,0
2.41213,-2.19622,0
0.41727,0.65359,1
-0.52873,-0.25785,0
0.68988,0.71069,1
0.45808,-0.04201,1
0.66716,0.20655,1
-0.11055,-0.65666,0
-1.66236,-0.17347,0
0.28652,1.26192,1
-2.32002,0.89964,0
-0.21183,-0.08424,0
1.24639,-1.67486,0
-1.31344,0.13106,0
0.78911,-1.38243,0
0.07863,-0.98245,0
2.61318,-2.01006,0
0.73905,-0.89043,1
0.58174,-0.22583,1
0.37294,0.43883,1
-0.25401,-0.77516,0
0.78625,-0.15615,1
-1.23726,0.06201,0
0.46600,1.06220,1
0.49253,0.45488,1
0.61079,-0.06980,1
0.10959,2.10302,1
0.36062,1.06961,1
-0.53168,-0.62187,0
-1.21875,0.66073,0
0.47456,1.06009,1
-3.56402,1.39233,0
0.53740,0.55654,1
0.28979,1.14564,1
1.22182,-1.98162,0
-0.40936,-0.83942,0
-0.66192,-0.53054,0
0.62836,0.20823,1
0.35593,0.93167,1
0.59638,-1.16836,1
0.63568,-1.30604,0
0.36727,1.22726,1
-0.36561,-0.71258,0
0.10868,-1.35874,0
0.55823,0.68490,1
-0.53939,-0.75190,0
0.48939,0.20186,1
0.37316,0.51793,1
0.53546,0.13244,1
0.59074,-0.31345,1
0.34089,1.18391,1
0.53276,0.80924,1
0.55795,0.18383,1
-0.94943,0.05833,0
-2.75834,0.94549,0
0.22829,-1.45724,0
0.43988,0.43427,1
0.19701,0.86766,1
0.25320,1.16868,1
-0.74103,-0.59110,0
-0.77441,-0.89403,0
0.57757,0.75423,1
0.66872,0.33116,1
0.45688,0.10148,1
0.52741,0.55643,1
