0,1,target
-0.68621,1.25105,0
0.21711,0.53545,1
0.27065,1.46092,0
-0.66771,0.84381,1
0.15874,0.40092,1
1.65913,-1.76459,1
0.27971,0.78333,1
0.44081,-0.23236,0
-2.69569,3.07455,0
-0.64249,0.58604,1
0.58728,-0.22300,0
1.11334,-1.49338,0
-0.77030,0.52417,1
0.37393,-0.60272,1
0.04738,-0.09617,1
0.02463,0.35962,0
-0.49210,0.64427,1
-2.86365,3.11237,1
0.33259,0.80617,1
-1.57931,-1.47315,0
0.10511,0.21472,1
0.04761,0.03217,0
1.50073,1.89322,0
0.78851,0.96372,0
0.37629,0.90747,1
-0.48380,1.26414,1
-2.08767,2.46872,0
0.21259,0.59762,1
0.47576,-0.63363,1
2.41424,-2.89002,0
1.83663,1.02023,0
-0.10275,-0.38311,1
0.15290,-0.61303,0
2.26708,1.31124,0
0.48645,1.11414,1
0.89916,-0.63881,0
-0.62265,0.64959,0
1.69385,1.71943,0
0.52123,-0.90263,0
-0.23695,-0.62353,1
-0.28148,-0.12461,0
0.98136,0.18575,0
0.02678,-0.41443,0
0.04990,0.28461,1
0.51821,-0.72693,0
2.61450,1.45034,0
-0.69819,0.84716,1
-0.13403,-0.40104,0
0.36977,0.37558,0
1.76804,0.64789,0
-0.64008,-1.06687,0
-3.59324,-2.52804,0
0.23328,0.47131,1
0.05055,0.11578,1
-0.75986,1.07424,1
0.54801,-0.79065,1
-0.18174,0.03419,0
0.01677,-0.03411,1
-0.03372,0.02751,1
-0.35796,-0.99319,1
-0.41477,-0.06425,0
-0.04596,-0.10202,1
-0.60922,0.51100,0
-1.32448,1.46639,0
2.14473,1.52634,0
0.73375,-0.70261,1
-1.89798,-0.44889,0
-0.45780,0.03171,0
1.06080,-0.91832,1
-1.39326,0.38284,1
-1.65353,1.75529,0
-1.46828,1.71395,1
0.01808,-0.05546,1
-0.69094,0.58946,1
3.11846,-3.20067,1
1.51151,-1.29467,0
-0.98310,0.34315,1
0.07660,0.20571,0
-1.14834,1.52775,0
-1.29349,1.21361,0
0.69998,-0.95286,0
-0.83995,-0.43018,0
0.48438,-0.19982,1
0.08984,0.14550,1
0.06308,0.10886,1
-0.07981,-0.25127,1
-0.60641,-0.51456,0
-0.67275,1.23550,0
0.01303,-0.92048,0
0.34603,-0.51282,1
-1.80116,2.14296,0
0.31922,0.77915,1
0.48453,1.09279,0
1.07659,0.53332,0
0.01698,-0.30729,0
-0.46343,0.00915,0
1.15762,-1.22245,1
0.15368,-0.04689,0
-0.04206,-0.09516,1
2.23192,-2.46822,0
-0.03646,0.39818,1
-0.84209,0.42050,0
0.67068,-0.54671,1
2.17992,1.95444,0
0.17902,-0.53537,1
0.62655,-1.02328,0
0.55557,-0.84596,1
0.57753,-0.35482,1
-1.82634,2.00326,1
-0.22945,-0.61544,1
1.49105,-2.12926,1
0.44109,0.38654,0
-0.02800,0.19231,1
-0.01358,0.00052,0
0.77551,-1.06873,1
